,,,-4.97E-02,4.00E-02,,,,,-4.97E-02,-4.00E-02
,,,-4.96E-02,4.00E-02,,,,,-4.96E-02,4.00E-02
,,,-4.96E-02,4.00E-02,,,,,-4.96E-02,-1.20E-01
,,,-4.96E-02,4.00E-02,,,,,-4.96E-02,-4.00E-02
,,,-4.96E-02,-4.00E-02,,,,,-4.96E-02,4.00E-02
,,,-4.96E-02,1.20E-01,,,,,-4.96E-02,-4.00E-02
,,,-4.96E-02,4.00E-02,,,,,-4.96E-02,-1.20E-01
,,,-4.96E-02,-4.00E-02,,,,,-4.96E-02,4.00E-02
,,,-4.96E-02,-4.00E-02,,,,,-4.96E-02,4.00E-02
,,,-4.96E-02,-4.00E-02,,,,,-4.96E-02,-4.00E-02
,,,-4.96E-02,4.00E-02,,,,,-4.96E-02,-1.20E-01
,,,-4.95E-02,-4.00E-02,,,,,-4.95E-02,4.00E-02
,,,-4.95E-02,4.00E-02,,,,,-4.95E-02,-4.00E-02
,,,-4.95E-02,-4.00E-02,,,,,-4.95E-02,-4.00E-02
,,,-4.95E-02,-4.00E-02,,,,,-4.95E-02,4.00E-02
,,,-4.95E-02,-4.00E-02,,,,,-4.95E-02,4.00E-02
,,,-4.95E-02,-4.00E-02,,,,,-4.95E-02,-4.00E-02
,,,-4.95E-02,-4.00E-02,,,,,-4.95E-02,-4.00E-02
,,,-4.95E-02,-1.20E-01,,,,,-4.95E-02,-1.20E-01
,,,-4.95E-02,4.00E-02,,,,,-4.95E-02,4.00E-02
,,,-4.95E-02,4.00E-02,,,,,-4.95E-02,4.00E-02
,,,-4.94E-02,-4.00E-02,,,,,-4.94E-02,4.00E-02
,,,-4.94E-02,4.00E-02,,,,,-4.94E-02,4.00E-02
,,,-4.94E-02,4.00E-02,,,,,-4.94E-02,-4.00E-02
,,,-4.94E-02,4.00E-02,,,,,-4.94E-02,-4.00E-02
,,,-4.94E-02,-4.00E-02,,,,,-4.94E-02,4.00E-02
,,,-4.94E-02,-4.00E-02,,,,,-4.94E-02,4.00E-02
,,,-4.94E-02,-4.00E-02,,,,,-4.94E-02,4.00E-02
,,,-4.94E-02,4.00E-02,,,,,-4.94E-02,-4.00E-02
,,,-4.94E-02,-4.00E-02,,,,,-4.94E-02,-4.00E-02
,,,-4.94E-02,4.00E-02,,,,,-4.94E-02,-1.20E-01
,,,-4.93E-02,4.00E-02,,,,,-4.93E-02,4.00E-02
,,,-4.93E-02,4.00E-02,,,,,-4.93E-02,-4.00E-02
,,,-4.93E-02,-4.00E-02,,,,,-4.93E-02,4.00E-02
,,,-4.93E-02,4.00E-02,,,,,-4.93E-02,-4.00E-02
,,,-4.93E-02,4.00E-02,,,,,-4.93E-02,-4.00E-02
,,,-4.93E-02,1.20E-01,,,,,-4.93E-02,-1.20E-01
,,,-4.93E-02,4.00E-02,,,,,-4.93E-02,4.00E-02
,,,-4.93E-02,4.00E-02,,,,,-4.93E-02,-4.00E-02
,,,-4.93E-02,-4.00E-02,,,,,-4.93E-02,4.00E-02
,,,-4.92E-02,4.00E-02,,,,,-4.92E-02,-4.00E-02
,,,-4.92E-02,-4.00E-02,,,,,-4.92E-02,4.00E-02
,,,-4.92E-02,4.00E-02,,,,,-4.92E-02,-4.00E-02
,,,-4.92E-02,4.00E-02,,,,,-4.92E-02,4.00E-02
,,,-4.92E-02,-4.00E-02,,,,,-4.92E-02,-4.00E-02
,,,-4.92E-02,4.00E-02,,,,,-4.92E-02,-4.00E-02
,,,-4.92E-02,-4.00E-02,,,,,-4.92E-02,-4.00E-02
,,,-4.92E-02,-1.20E-01,,,,,-4.92E-02,4.00E-02
,,,-4.92E-02,1.20E-01,,,,,-4.92E-02,4.00E-02
,,,-4.92E-02,4.00E-02,,,,,-4.92E-02,4.00E-02
,,,-4.92E-02,4.00E-02,,,,,-4.92E-02,4.00E-02
,,,-4.91E-02,4.00E-02,,,,,-4.91E-02,-1.20E-01
,,,-4.91E-02,-4.00E-02,,,,,-4.91E-02,4.00E-02
,,,-4.91E-02,4.00E-02,,,,,-4.91E-02,-4.00E-02
,,,-4.91E-02,4.00E-02,,,,,-4.91E-02,4.00E-02
,,,-4.91E-02,-4.00E-02,,,,,-4.91E-02,4.00E-02
,,,-4.91E-02,4.00E-02,,,,,-4.91E-02,4.00E-02
,,,-4.91E-02,-4.00E-02,,,,,-4.91E-02,-4.00E-02
,,,-4.91E-02,4.00E-02,,,,,-4.91E-02,-4.00E-02
,,,-4.91E-02,4.00E-02,,,,,-4.91E-02,4.00E-02
,,,-4.90E-02,4.00E-02,,,,,-4.90E-02,4.00E-02
,,,-4.90E-02,4.00E-02,,,,,-4.90E-02,-4.00E-02
,,,-4.90E-02,4.00E-02,,,,,-4.90E-02,-4.00E-02
,,,-4.90E-02,4.00E-02,,,,,-4.90E-02,4.00E-02
,,,-4.90E-02,-4.00E-02,,,,,-4.90E-02,4.00E-02
,,,-4.90E-02,-4.00E-02,,,,,-4.90E-02,4.00E-02
,,,-4.90E-02,4.00E-02,,,,,-4.90E-02,4.00E-02
,,,-4.90E-02,-4.00E-02,,,,,-4.90E-02,-4.00E-02
,,,-4.90E-02,-1.20E-01,,,,,-4.90E-02,4.00E-02
,,,-4.90E-02,4.00E-02,,,,,-4.90E-02,4.00E-02
,,,-4.90E-02,1.20E-01,,,,,-4.90E-02,-4.00E-02
,,,-4.89E-02,-4.00E-02,,,,,-4.89E-02,4.00E-02
,,,-4.89E-02,-4.00E-02,,,,,-4.89E-02,4.00E-02
,,,-4.89E-02,4.00E-02,,,,,-4.89E-02,-4.00E-02
,,,-4.89E-02,4.00E-02,,,,,-4.89E-02,-4.00E-02
,,,-4.89E-02,4.00E-02,,,,,-4.89E-02,1.20E-01
,,,-4.89E-02,4.00E-02,,,,,-4.89E-02,4.00E-02
,,,-4.89E-02,4.00E-02,,,,,-4.89E-02,-1.20E-01
,,,-4.89E-02,4.00E-02,,,,,-4.89E-02,-4.00E-02
,,,-4.89E-02,4.00E-02,,,,,-4.89E-02,-4.00E-02
,,,-4.88E-02,4.00E-02,,,,,-4.88E-02,4.00E-02
,,,-4.88E-02,4.00E-02,,,,,-4.88E-02,4.00E-02
,,,-4.88E-02,4.00E-02,,,,,-4.88E-02,-4.00E-02
,,,-4.88E-02,4.00E-02,,,,,-4.88E-02,-4.00E-02
,,,-4.88E-02,4.00E-02,,,,,-4.88E-02,4.00E-02
,,,-4.88E-02,4.00E-02,,,,,-4.88E-02,-1.20E-01
,,,-4.88E-02,-4.00E-02,,,,,-4.88E-02,4.00E-02
,,,-4.88E-02,-4.00E-02,,,,,-4.88E-02,-4.00E-02
,,,-4.88E-02,-4.00E-02,,,,,-4.88E-02,-4.00E-02
,,,-4.88E-02,4.00E-02,,,,,-4.88E-02,4.00E-02
,,,-4.88E-02,1.20E-01,,,,,-4.88E-02,-4.00E-02
,,,-4.87E-02,-4.00E-02,,,,,-4.87E-02,-4.00E-02
,,,-4.87E-02,-1.20E-01,,,,,-4.87E-02,-4.00E-02
,,,-4.87E-02,-4.00E-02,,,,,-4.87E-02,-4.00E-02
,,,-4.87E-02,-4.00E-02,,,,,-4.87E-02,4.00E-02
,,,-4.87E-02,-4.00E-02,,,,,-4.87E-02,4.00E-02
,,,-4.87E-02,-4.00E-02,,,,,-4.87E-02,4.00E-02
,,,-4.87E-02,-4.00E-02,,,,,-4.87E-02,4.00E-02
,,,-4.87E-02,4.00E-02,,,,,-4.87E-02,-4.00E-02
,,,-4.87E-02,1.20E-01,,,,,-4.87E-02,-4.00E-02
,,,-4.87E-02,4.00E-02,,,,,-4.87E-02,-4.00E-02
,,,-4.86E-02,-4.00E-02,,,,,-4.86E-02,4.00E-02
,,,-4.86E-02,-4.00E-02,,,,,-4.86E-02,-4.00E-02
,,,-4.86E-02,-4.00E-02,,,,,-4.86E-02,4.00E-02
,,,-4.86E-02,-4.00E-02,,,,,-4.86E-02,-4.00E-02
,,,-4.86E-02,-4.00E-02,,,,,-4.86E-02,4.00E-02
,,,-4.86E-02,4.00E-02,,,,,-4.86E-02,4.00E-02
,,,-4.86E-02,-4.00E-02,,,,,-4.86E-02,4.00E-02
,,,-4.86E-02,1.20E-01,,,,,-4.86E-02,4.00E-02
,,,-4.86E-02,-4.00E-02,,,,,-4.86E-02,-4.00E-02
,,,-4.86E-02,4.00E-02,,,,,-4.86E-02,-4.00E-02
,,,-4.85E-02,-4.00E-02,,,,,-4.85E-02,-1.20E-01
,,,-4.85E-02,-4.00E-02,,,,,-4.85E-02,-4.00E-02
,,,-4.85E-02,-4.00E-02,,,,,-4.85E-02,-4.00E-02
,,,-4.85E-02,4.00E-02,,,,,-4.85E-02,4.00E-02
,,,-4.85E-02,4.00E-02,,,,,-4.85E-02,-4.00E-02
,,,-4.85E-02,-4.00E-02,,,,,-4.85E-02,-1.20E-01
,,,-4.85E-02,4.00E-02,,,,,-4.85E-02,4.00E-02
,,,-4.85E-02,-1.20E-01,,,,,-4.85E-02,-4.00E-02
,,,-4.85E-02,4.00E-02,,,,,-4.85E-02,4.00E-02
,,,-4.85E-02,4.00E-02,,,,,-4.85E-02,4.00E-02
,,,-4.84E-02,4.00E-02,,,,,-4.84E-02,-1.20E-01
,,,-4.84E-02,-4.00E-02,,,,,-4.84E-02,4.00E-02
,,,-4.84E-02,-4.00E-02,,,,,-4.84E-02,4.00E-02
,,,-4.84E-02,-4.00E-02,,,,,-4.84E-02,-4.00E-02
,,,-4.84E-02,4.00E-02,,,,,-4.84E-02,4.00E-02
,,,-4.84E-02,-4.00E-02,,,,,-4.84E-02,4.00E-02
,,,-4.84E-02,4.00E-02,,,,,-4.84E-02,4.00E-02
,,,-4.84E-02,-4.00E-02,,,,,-4.84E-02,-4.00E-02
,,,-4.84E-02,-4.00E-02,,,,,-4.84E-02,4.00E-02
,,,-4.84E-02,4.00E-02,,,,,-4.84E-02,4.00E-02
,,,-4.83E-02,4.00E-02,,,,,-4.83E-02,-4.00E-02
,,,-4.83E-02,-4.00E-02,,,,,-4.83E-02,-4.00E-02
,,,-4.83E-02,-4.00E-02,,,,,-4.83E-02,4.00E-02
,,,-4.83E-02,-4.00E-02,,,,,-4.83E-02,-4.00E-02
,,,-4.83E-02,4.00E-02,,,,,-4.83E-02,-4.00E-02
,,,-4.83E-02,-4.00E-02,,,,,-4.83E-02,-4.00E-02
,,,-4.83E-02,4.00E-02,,,,,-4.83E-02,4.00E-02
,,,-4.83E-02,-4.00E-02,,,,,-4.83E-02,1.20E-01
,,,-4.83E-02,-4.00E-02,,,,,-4.83E-02,-4.00E-02
,,,-4.83E-02,4.00E-02,,,,,-4.83E-02,-1.20E-01
,,,-4.82E-02,-4.00E-02,,,,,-4.82E-02,4.00E-02
,,,-4.82E-02,4.00E-02,,,,,-4.82E-02,-4.00E-02
,,,-4.82E-02,4.00E-02,,,,,-4.82E-02,-4.00E-02
,,,-4.82E-02,4.00E-02,,,,,-4.82E-02,-1.20E-01
,,,-4.82E-02,-4.00E-02,,,,,-4.82E-02,4.00E-02
,,,-4.82E-02,4.00E-02,,,,,-4.82E-02,-4.00E-02
,,,-4.82E-02,4.00E-02,,,,,-4.82E-02,-4.00E-02
,,,-4.82E-02,-1.20E-01,,,,,-4.82E-02,4.00E-02
,,,-4.82E-02,4.00E-02,,,,,-4.82E-02,4.00E-02
,,,-4.81E-02,4.00E-02,,,,,-4.81E-02,4.00E-02
,,,-4.81E-02,-4.00E-02,,,,,-4.81E-02,4.00E-02
,,,-4.81E-02,-1.20E-01,,,,,-4.81E-02,-4.00E-02
,,,-4.81E-02,4.00E-02,,,,,-4.81E-02,4.00E-02
,,,-4.81E-02,-4.00E-02,,,,,-4.81E-02,-4.00E-02
,,,-4.81E-02,-4.00E-02,,,,,-4.81E-02,-4.00E-02
,,,-4.81E-02,4.00E-02,,,,,-4.81E-02,-4.00E-02
,,,-4.81E-02,4.00E-02,,,,,-4.81E-02,4.00E-02
,,,-4.81E-02,4.00E-02,,,,,-4.81E-02,-4.00E-02
,,,-4.81E-02,4.00E-02,,,,,-4.81E-02,-4.00E-02
,,,-4.81E-02,-4.00E-02,,,,,-4.81E-02,4.00E-02
,,,-4.80E-02,4.00E-02,,,,,-4.80E-02,-1.20E-01
,,,-4.80E-02,-4.00E-02,,,,,-4.80E-02,4.00E-02
,,,-4.80E-02,-1.20E-01,,,,,-4.80E-02,4.00E-02
,,,-4.80E-02,4.00E-02,,,,,-4.80E-02,-1.20E-01
,,,-4.80E-02,4.00E-02,,,,,-4.80E-02,4.00E-02
,,,-4.80E-02,-4.00E-02,,,,,-4.80E-02,-4.00E-02
,,,-4.80E-02,-4.00E-02,,,,,-4.80E-02,4.00E-02
,,,-4.80E-02,4.00E-02,,,,,-4.80E-02,-4.00E-02
,,,-4.80E-02,4.00E-02,,,,,-4.80E-02,-4.00E-02
,,,-4.79E-02,-4.00E-02,,,,,-4.79E-02,4.00E-02
,,,-4.79E-02,-4.00E-02,,,,,-4.79E-02,-4.00E-02
,,,-4.79E-02,-4.00E-02,,,,,-4.79E-02,-4.00E-02
,,,-4.79E-02,-4.00E-02,,,,,-4.79E-02,4.00E-02
,,,-4.79E-02,4.00E-02,,,,,-4.79E-02,4.00E-02
,,,-4.79E-02,-4.00E-02,,,,,-4.79E-02,4.00E-02
,,,-4.79E-02,-1.20E-01,,,,,-4.79E-02,-4.00E-02
,,,-4.79E-02,-4.00E-02,,,,,-4.79E-02,4.00E-02
,,,-4.79E-02,4.00E-02,,,,,-4.79E-02,4.00E-02
,,,-4.79E-02,-4.00E-02,,,,,-4.79E-02,4.00E-02
,,,-4.79E-02,-4.00E-02,,,,,-4.79E-02,4.00E-02
,,,-4.78E-02,-4.00E-02,,,,,-4.78E-02,4.00E-02
,,,-4.78E-02,1.20E-01,,,,,-4.78E-02,4.00E-02
,,,-4.78E-02,-4.00E-02,,,,,-4.78E-02,4.00E-02
,,,-4.78E-02,-1.20E-01,,,,,-4.78E-02,4.00E-02
,,,-4.78E-02,4.00E-02,,,,,-4.78E-02,4.00E-02
,,,-4.78E-02,-4.00E-02,,,,,-4.78E-02,4.00E-02
,,,-4.78E-02,1.20E-01,,,,,-4.78E-02,4.00E-02
,,,-4.78E-02,4.00E-02,,,,,-4.78E-02,4.00E-02
,,,-4.78E-02,-4.00E-02,,,,,-4.78E-02,-4.00E-02
,,,-4.77E-02,-4.00E-02,,,,,-4.77E-02,4.00E-02
,,,-4.77E-02,-1.20E-01,,,,,-4.77E-02,4.00E-02
,,,-4.77E-02,4.00E-02,,,,,-4.77E-02,4.00E-02
,,,-4.77E-02,-4.00E-02,,,,,-4.77E-02,-4.00E-02
,,,-4.77E-02,4.00E-02,,,,,-4.77E-02,-4.00E-02
,,,-4.77E-02,4.00E-02,,,,,-4.77E-02,-4.00E-02
,,,-4.77E-02,4.00E-02,,,,,-4.77E-02,-4.00E-02
,,,-4.77E-02,-1.20E-01,,,,,-4.77E-02,4.00E-02
,,,-4.77E-02,4.00E-02,,,,,-4.77E-02,4.00E-02
,,,-4.77E-02,-4.00E-02,,,,,-4.77E-02,-4.00E-02
,,,-4.77E-02,4.00E-02,,,,,-4.77E-02,4.00E-02
,,,-4.76E-02,4.00E-02,,,,,-4.76E-02,4.00E-02
,,,-4.76E-02,4.00E-02,,,,,-4.76E-02,-4.00E-02
,,,-4.76E-02,4.00E-02,,,,,-4.76E-02,-4.00E-02
,,,-4.76E-02,4.00E-02,,,,,-4.76E-02,-1.20E-01
,,,-4.76E-02,4.00E-02,,,,,-4.76E-02,-4.00E-02
,,,-4.76E-02,-4.00E-02,,,,,-4.76E-02,-4.00E-02
,,,-4.76E-02,-4.00E-02,,,,,-4.76E-02,-1.20E-01
,,,-4.76E-02,-4.00E-02,,,,,-4.76E-02,4.00E-02
,,,-4.76E-02,4.00E-02,,,,,-4.76E-02,4.00E-02
,,,-4.76E-02,4.00E-02,,,,,-4.76E-02,4.00E-02
,,,-4.75E-02,4.00E-02,,,,,-4.75E-02,4.00E-02
,,,-4.75E-02,-4.00E-02,,,,,-4.75E-02,4.00E-02
,,,-4.75E-02,-4.00E-02,,,,,-4.75E-02,-4.00E-02
,,,-4.75E-02,-1.20E-01,,,,,-4.75E-02,-4.00E-02
,,,-4.75E-02,-4.00E-02,,,,,-4.75E-02,-4.00E-02
,,,-4.75E-02,-4.00E-02,,,,,-4.75E-02,4.00E-02
,,,-4.75E-02,4.00E-02,,,,,-4.75E-02,-4.00E-02
,,,-4.75E-02,4.00E-02,,,,,-4.75E-02,-4.00E-02
,,,-4.75E-02,1.20E-01,,,,,-4.75E-02,4.00E-02
,,,-4.75E-02,-4.00E-02,,,,,-4.75E-02,4.00E-02
,,,-4.74E-02,4.00E-02,,,,,-4.74E-02,4.00E-02
,,,-4.74E-02,-4.00E-02,,,,,-4.74E-02,4.00E-02
,,,-4.74E-02,-4.00E-02,,,,,-4.74E-02,4.00E-02
,,,-4.74E-02,-4.00E-02,,,,,-4.74E-02,4.00E-02
,,,-4.74E-02,4.00E-02,,,,,-4.74E-02,4.00E-02
,,,-4.74E-02,-4.00E-02,,,,,-4.74E-02,4.00E-02
,,,-4.74E-02,-4.00E-02,,,,,-4.74E-02,-1.20E-01
,,,-4.74E-02,-1.20E-01,,,,,-4.74E-02,4.00E-02
,,,-4.74E-02,-4.00E-02,,,,,-4.74E-02,-4.00E-02
,,,-4.74E-02,-4.00E-02,,,,,-4.74E-02,4.00E-02
,,,-4.73E-02,4.00E-02,,,,,-4.73E-02,4.00E-02
,,,-4.73E-02,-4.00E-02,,,,,-4.73E-02,4.00E-02
,,,-4.73E-02,4.00E-02,,,,,-4.73E-02,4.00E-02
,,,-4.73E-02,4.00E-02,,,,,-4.73E-02,-4.00E-02
,,,-4.73E-02,4.00E-02,,,,,-4.73E-02,-4.00E-02
,,,-4.73E-02,4.00E-02,,,,,-4.73E-02,4.00E-02
,,,-4.73E-02,-4.00E-02,,,,,-4.73E-02,4.00E-02
,,,-4.73E-02,-4.00E-02,,,,,-4.73E-02,-4.00E-02
,,,-4.73E-02,4.00E-02,,,,,-4.73E-02,-4.00E-02
,,,-4.73E-02,-4.00E-02,,,,,-4.73E-02,-4.00E-02
,,,-4.72E-02,4.00E-02,,,,,-4.72E-02,-4.00E-02
,,,-4.72E-02,-4.00E-02,,,,,-4.72E-02,-4.00E-02
,,,-4.72E-02,1.20E-01,,,,,-4.72E-02,4.00E-02
,,,-4.72E-02,4.00E-02,,,,,-4.72E-02,4.00E-02
,,,-4.72E-02,-4.00E-02,,,,,-4.72E-02,4.00E-02
,,,-4.72E-02,-1.20E-01,,,,,-4.72E-02,4.00E-02
,,,-4.72E-02,4.00E-02,,,,,-4.72E-02,4.00E-02
,,,-4.72E-02,4.00E-02,,,,,-4.72E-02,4.00E-02
,,,-4.72E-02,-1.20E-01,,,,,-4.72E-02,4.00E-02
,,,-4.72E-02,4.00E-02,,,,,-4.72E-02,4.00E-02
,,,-4.71E-02,4.00E-02,,,,,-4.71E-02,-4.00E-02
,,,-4.71E-02,4.00E-02,,,,,-4.71E-02,4.00E-02
,,,-4.71E-02,-4.00E-02,,,,,-4.71E-02,-4.00E-02
,,,-4.71E-02,4.00E-02,,,,,-4.71E-02,-1.20E-01
,,,-4.71E-02,4.00E-02,,,,,-4.71E-02,-4.00E-02
,,,-4.71E-02,4.00E-02,,,,,-4.71E-02,-4.00E-02
,,,-4.71E-02,-4.00E-02,,,,,-4.71E-02,-4.00E-02
,,,-4.71E-02,-1.20E-01,,,,,-4.71E-02,-1.20E-01
,,,-4.71E-02,-4.00E-02,,,,,-4.71E-02,4.00E-02
,,,-4.70E-02,4.00E-02,,,,,-4.70E-02,4.00E-02
,,,-4.70E-02,-4.00E-02,,,,,-4.70E-02,-4.00E-02
,,,-4.70E-02,4.00E-02,,,,,-4.70E-02,4.00E-02
,,,-4.70E-02,4.00E-02,,,,,-4.70E-02,-4.00E-02
,,,-4.70E-02,4.00E-02,,,,,-4.70E-02,-4.00E-02
,,,-4.70E-02,4.00E-02,,,,,-4.70E-02,-4.00E-02
,,,-4.70E-02,4.00E-02,,,,,-4.70E-02,4.00E-02
,,,-4.70E-02,1.20E-01,,,,,-4.70E-02,4.00E-02
,,,-4.70E-02,4.00E-02,,,,,-4.70E-02,4.00E-02
,,,-4.70E-02,4.00E-02,,,,,-4.70E-02,4.00E-02
,,,-4.70E-02,-4.00E-02,,,,,-4.70E-02,4.00E-02
,,,-4.69E-02,-4.00E-02,,,,,-4.69E-02,-4.00E-02
,,,-4.69E-02,4.00E-02,,,,,-4.69E-02,-4.00E-02
,,,-4.69E-02,1.20E-01,,,,,-4.69E-02,-4.00E-02
,,,-4.69E-02,1.20E-01,,,,,-4.69E-02,-4.00E-02
,,,-4.69E-02,-4.00E-02,,,,,-4.69E-02,-4.00E-02
,,,-4.69E-02,4.00E-02,,,,,-4.69E-02,4.00E-02
,,,-4.69E-02,4.00E-02,,,,,-4.69E-02,4.00E-02
,,,-4.69E-02,-4.00E-02,,,,,-4.69E-02,4.00E-02
,,,-4.69E-02,4.00E-02,,,,,-4.69E-02,4.00E-02
,,,-4.68E-02,4.00E-02,,,,,-4.68E-02,-4.00E-02
,,,-4.68E-02,-4.00E-02,,,,,-4.68E-02,-4.00E-02
,,,-4.68E-02,4.00E-02,,,,,-4.68E-02,-1.20E-01
,,,-4.68E-02,4.00E-02,,,,,-4.68E-02,4.00E-02
,,,-4.68E-02,4.00E-02,,,,,-4.68E-02,4.00E-02
,,,-4.68E-02,-4.00E-02,,,,,-4.68E-02,4.00E-02
,,,-4.68E-02,4.00E-02,,,,,-4.68E-02,4.00E-02
,,,-4.68E-02,4.00E-02,,,,,-4.68E-02,4.00E-02
,,,-4.68E-02,4.00E-02,,,,,-4.68E-02,4.00E-02
,,,-4.68E-02,-4.00E-02,,,,,-4.68E-02,4.00E-02
,,,-4.68E-02,-1.20E-01,,,,,-4.68E-02,4.00E-02
,,,-4.67E-02,4.00E-02,,,,,-4.67E-02,4.00E-02
,,,-4.67E-02,-4.00E-02,,,,,-4.67E-02,-4.00E-02
,,,-4.67E-02,4.00E-02,,,,,-4.67E-02,4.00E-02
,,,-4.67E-02,4.00E-02,,,,,-4.67E-02,4.00E-02
,,,-4.67E-02,-4.00E-02,,,,,-4.67E-02,4.00E-02
,,,-4.67E-02,4.00E-02,,,,,-4.67E-02,4.00E-02
,,,-4.67E-02,4.00E-02,,,,,-4.67E-02,4.00E-02
,,,-4.67E-02,4.00E-02,,,,,-4.67E-02,-4.00E-02
,,,-4.67E-02,-1.20E-01,,,,,-4.67E-02,4.00E-02
,,,-4.66E-02,-4.00E-02,,,,,-4.66E-02,4.00E-02
,,,-4.66E-02,4.00E-02,,,,,-4.66E-02,-4.00E-02
,,,-4.66E-02,4.00E-02,,,,,-4.66E-02,-4.00E-02
,,,-4.66E-02,-4.00E-02,,,,,-4.66E-02,-1.20E-01
,,,-4.66E-02,4.00E-02,,,,,-4.66E-02,-4.00E-02
,,,-4.66E-02,-4.00E-02,,,,,-4.66E-02,4.00E-02
,,,-4.66E-02,-4.00E-02,,,,,-4.66E-02,4.00E-02
,,,-4.66E-02,-4.00E-02,,,,,-4.66E-02,-4.00E-02
,,,-4.66E-02,4.00E-02,,,,,-4.66E-02,-4.00E-02
,,,-4.66E-02,-4.00E-02,,,,,-4.66E-02,-4.00E-02
,,,-4.66E-02,4.00E-02,,,,,-4.66E-02,4.00E-02
,,,-4.65E-02,4.00E-02,,,,,-4.65E-02,4.00E-02
,,,-4.65E-02,4.00E-02,,,,,-4.65E-02,-4.00E-02
,,,-4.65E-02,-4.00E-02,,,,,-4.65E-02,4.00E-02
,,,-4.65E-02,4.00E-02,,,,,-4.65E-02,-4.00E-02
,,,-4.65E-02,4.00E-02,,,,,-4.65E-02,-1.20E-01
,,,-4.65E-02,-4.00E-02,,,,,-4.65E-02,4.00E-02
,,,-4.65E-02,4.00E-02,,,,,-4.65E-02,-4.00E-02
,,,-4.65E-02,-4.00E-02,,,,,-4.65E-02,-4.00E-02
,,,-4.65E-02,-4.00E-02,,,,,-4.65E-02,4.00E-02
,,,-4.65E-02,4.00E-02,,,,,-4.65E-02,4.00E-02
,,,-4.64E-02,-1.20E-01,,,,,-4.64E-02,4.00E-02
,,,-4.64E-02,-4.00E-02,,,,,-4.64E-02,-4.00E-02
,,,-4.64E-02,4.00E-02,,,,,-4.64E-02,-4.00E-02
,,,-4.64E-02,4.00E-02,,,,,-4.64E-02,-4.00E-02
,,,-4.64E-02,4.00E-02,,,,,-4.64E-02,-4.00E-02
